iter	RMSE
830	0.06687791988
831	0.06681784457
832	0.06679350118
833	0.06672341872
834	0.06668391066
835	0.06657487314
836	0.06649992647
837	0.06638722809
838	0.06632567071
839	0.06625901987
840	0.06619673476
841	0.06612372097
842	0.06609618882
843	0.06602867557
844	0.06597073249
845	0.06587522873
846	0.06579853388
847	0.06571240458
848	0.06563920668
849	0.06554901265
850	0.06548509032
851	0.06541994881
852	0.06534864995
853	0.06525836102
854	0.06519559801
855	0.06512880915
856	0.065020619
857	0.06494647675
858	0.06488719923
859	0.06484266959
860	0.06481087408
861	0.06474348575
862	0.06468520394
863	0.06456514358
864	0.06449062573
865	0.06442318691
866	0.06434488849
867	0.06423545904
868	0.06416660609
869	0.06409074174
870	0.06404276339
871	0.06396744437
872	0.06394000133
873	0.06384610247
874	0.06380576901
875	0.06372863884
876	0.06365915268
877	0.06361451808
878	0.0635583666
879	0.06348444636
880	0.06345701346
881	0.0634102591
882	0.06337272387
883	0.06332590478
884	0.06325501782
885	0.06320102064
886	0.06316308583
887	0.06311714599
888	0.06306988335
889	0.06303890091
890	0.06298169446
891	0.06290814552
892	0.06280455355
893	0.06275123698
894	0.06268836387
895	0.06264118231
896	0.06258440209
897	0.06249008176
898	0.0624361849
899	0.06237646068
900	0.06228457705
901	0.062190716
902	0.06216363791
903	0.06209680126
904	0.06206111115
905	0.06196948293
906	0.06191668714
907	0.06187932245
908	0.06180157394
909	0.06175950123
910	0.06172814565
911	0.06170492772
912	0.06165356397
913	0.06160165404
914	0.06156294877
915	0.0614925646
916	0.0614475606
917	0.06138813508
918	0.06135108335
919	0.06125870627
920	0.06121413235
921	0.06118509263
922	0.06112241642
923	0.06109174428
924	0.06103726131
925	0.06098435318
926	0.0609348921
927	0.06087822773
928	0.06085741844
929	0.06082043492
930	0.0607593844
931	0.06071429214
932	0.06065130095
933	0.06061552485
934	0.06057937473
935	0.06051763707
936	0.06049233681
937	0.06044970593
938	0.06038644413
939	0.06033130701
940	0.06023644582
941	0.06016533139
942	0.06012368758
943	0.06003868777
944	0.05995378982
945	0.05990220336
946	0.05982734526
947	0.05973881579
948	0.05967011775
949	0.05963097887
950	0.05957157391
951	0.0595355351
952	0.05948075626
953	0.05941826798
954	0.05936452866
955	0.05931097454
956	0.05921971871
957	0.05917755109
958	0.05913541064
959	0.05903605204
960	0.05901540362
961	0.05897543114
962	0.05892449792
963	0.05888016637
964	0.05883646191
965	0.05874765141
966	0.05866305777
967	0.05861908171
968	0.05858426318
969	0.05853980186
970	0.05849443912
971	0.05844234204
972	0.0583980226
973	0.05834396157
974	0.05830870957
975	0.05825870701
976	0.05819818091
977	0.05815064968
978	0.05811268362
979	0.0580803416
980	0.05798982669
981	0.05793591355
982	0.05788008705
983	0.05783054552
984	0.05777818545
985	0.05772234183
986	0.05770226604
987	0.05767418766
988	0.05762658776
989	0.05759483761
990	0.05751207296
991	0.05747762575
992	0.05745204993
993	0.0574059124
994	0.05737824531
995	0.05727720361
996	0.05723234676
997	0.05720522488
998	0.05716631643
999	0.05710705432
