iter	Passed	Remaining
609	1020	652
610	1021	650
611	1023	648
612	1025	647
613	1026	645
614	1028	643
615	1029	641
616	1030	639
617	1033	638
618	1034	637
619	1036	635
620	1038	633
621	1040	632
622	1041	630
623	1043	628
624	1045	627
625	1046	625
626	1049	624
627	1050	622
628	1052	620
629	1053	618
630	1055	617
631	1057	615
632	1058	613
633	1059	611
634	1061	610
635	1063	608
636	1064	606
637	1066	605
638	1067	603
639	1069	601
640	1071	599
641	1072	598
642	1074	596
643	1075	594
644	1077	592
645	1081	592
646	1083	591
647	1085	589
648	1087	588
649	1088	586
650	1090	584
651	1091	582
652	1093	580
653	1094	579
654	1096	577
655	1098	575
656	1099	573
657	1100	572
658	1102	570
659	1104	568
660	1105	567
661	1107	565
662	1108	563
663	1110	561
664	1112	560
665	1113	558
666	1115	556
667	1116	554
668	1118	553
669	1120	551
670	1121	550
671	1123	548
672	1125	546
673	1127	545
674	1129	543
675	1130	542
676	1132	540
677	1134	538
678	1136	537
679	1138	535
680	1139	533
681	1141	532
682	1142	530
683	1144	528
684	1145	526
685	1146	525
686	1148	523
687	1150	521
688	1151	519
689	1153	518
690	1154	516
691	1156	514
692	1158	513
693	1159	511
694	1161	509
695	1162	507
696	1163	505
697	1165	504
698	1167	502
699	1169	501
700	1170	499
701	1172	497
702	1174	496
703	1175	494
704	1177	492
705	1178	490
706	1180	489
707	1181	487
708	1183	485
709	1184	483
710	1186	482
711	1188	480
712	1190	479
713	1191	477
714	1192	475
715	1194	473
716	1195	472
717	1197	470
718	1199	468
719	1200	466
720	1202	465
721	1204	463
722	1206	462
723	1207	460
724	1208	458
725	1210	456
726	1212	455
727	1214	453
728	1215	451
729	1217	450
730	1219	448
731	1220	447
732	1222	445
733	1224	443
734	1226	442
735	1227	440
736	1229	438
737	1231	437
738	1233	435
739	1234	433
740	1236	432
741	1238	430
742	1240	428
743	1241	427
744	1243	425
745	1245	424
746	1246	422
747	1248	420
748	1250	418
749	1252	417
750	1254	415
751	1255	414
752	1257	412
753	1259	411
754	1261	409
755	1263	407
756	1265	406
757	1267	404
758	1268	402
759	1270	401
760	1272	399
761	1273	397
762	1275	396
763	1277	394
764	1279	392
765	1280	391
766	1282	389
767	1284	387
768	1285	386
769	1287	384
770	1288	382
771	1290	381
772	1291	379
773	1293	377
774	1294	375
775	1296	374
776	1297	372
777	1299	370
778	1301	369
779	1302	367
780	1304	365
781	1306	364
782	1307	362
783	1309	360
784	1310	358
785	1311	357
786	1313	355
787	1315	353
788	1317	352
789	1319	350
790	1320	348
791	1322	347
792	1323	345
793	1325	343
794	1326	342
795	1328	340
796	1330	338
797	1331	337
798	1333	335
799	1334	333
800	1336	331
801	1338	330
802	1339	328
803	1341	326
804	1342	325
805	1343	323
806	1345	321
807	1347	320
808	1348	318
809	1350	316
810	1352	315
811	1354	313
812	1355	311
813	1357	310
814	1358	308
815	1360	306
816	1362	305
817	1363	303
818	1365	301
819	1366	299
820	1368	298
821	1370	296
822	1371	295
823	1373	293
824	1374	291
825	1376	289
826	1377	288
827	1379	286
828	1380	284
829	1382	283
830	1383	281
831	1385	279
832	1387	278
833	1389	276
834	1390	274
835	1392	273
836	1394	271
837	1395	269
838	1397	268
839	1398	266
840	1400	264
841	1402	263
842	1403	261
843	1405	259
844	1407	258
845	1409	256
846	1410	254
847	1412	253
848	1414	251
849	1416	249
850	1417	248
851	1419	246
852	1420	244
853	1422	243
854	1424	241
855	1426	239
856	1427	238
857	1429	236
858	1430	234
859	1432	233
860	1433	231
861	1434	229
862	1436	228
863	1438	226
864	1439	224
865	1441	223
866	1442	221
867	1444	219
868	1445	217
869	1447	216
870	1448	214
871	1450	212
872	1451	211
873	1453	209
874	1455	207
875	1457	206
876	1458	204
877	1460	202
878	1461	201
879	1463	199
880	1465	197
881	1466	196
882	1468	194
883	1469	192
884	1471	191
885	1473	189
886	1474	187
887	1475	186
888	1477	184
889	1479	182
890	1481	181
891	1483	179
892	1484	177
893	1486	176
894	1488	174
895	1490	172
896	1491	171
897	1493	169
898	1495	168
899	1497	166
900	1498	164
901	1500	163
902	1502	161
903	1503	159
904	1505	158
905	1506	156
906	1508	154
907	1510	153
908	1511	151
909	1513	149
910	1515	148
911	1517	146
912	1519	144
913	1520	143
914	1522	141
915	1524	139
916	1526	138
917	1527	136
918	1529	134
919	1531	133
920	1533	131
921	1534	129
922	1536	128
923	1537	126
924	1539	124
925	1541	123
926	1543	121
927	1545	119
928	1546	118
929	1548	116
930	1550	114
931	1551	113
932	1553	111
933	1555	109
934	1557	108
935	1558	106
936	1560	104
937	1561	103
938	1564	101
939	1566	99
940	1568	98
941	1569	96
942	1571	94
943	1573	93
944	1575	91
945	1576	90
946	1578	88
947	1579	86
948	1581	84
949	1582	83
950	1584	81
951	1585	79
952	1587	78
953	1589	76
954	1591	74
955	1593	73
956	1594	71
957	1596	70
958	1598	68
959	1599	66
960	1601	64
961	1603	63
962	1605	61
963	1607	60
964	1608	58
965	1610	56
966	1612	55
967	1614	53
968	1615	51
969	1617	50
970	1618	48
971	1620	46
972	1622	45
973	1624	43
974	1625	41
975	1627	40
976	1628	38
977	1630	36
978	1631	35
979	1633	33
980	1635	31
981	1637	30
982	1638	28
983	1640	26
984	1642	25
985	1643	23
986	1645	21
987	1646	19
988	1648	18
989	1650	16
990	1651	15
991	1653	13
992	1654	11
993	1656	9
994	1657	8
995	1659	6
996	1660	4
997	1662	3
998	1663	1
999	1665	0
