iter	RMSE
0	544.3474572
1	517.7317621
2	489.0100065
3	466.3547307
4	443.2262302
5	425.5365552
6	406.1781268
7	394.0707484
8	382.260002
9	370.1588083
10	361.2262943
11	353.3969748
12	347.0825239
13	335.8792658
14	326.6083568
15	314.8536296
16	305.8686729
17	298.5645639
18	291.831692
19	284.3303226
20	278.3681152
21	273.0867437
22	266.5609393
23	263.0873854
24	259.6637493
25	256.4394865
26	250.2710715
27	245.1153055
28	241.1701495
29	238.4650181
30	235.7873394
31	232.45872
32	228.8166496
33	224.3113838
34	222.7489218
35	220.5673454
36	217.7441576
37	214.8503542
38	211.7356764
39	208.9542949
40	207.0373879
41	203.9641768
42	200.8522205
43	198.403043
44	195.939423
45	194.5172509
46	191.9890882
47	189.3664155
48	187.7943463
49	185.7926131
50	184.415023
51	183.1602766
52	181.3385825
53	180.3279848
54	178.5236887
55	177.0776336
56	175.9133674
57	174.0396063
58	172.2647562
59	170.7158111
60	170.0887468
61	169.3704404
62	167.9950767
63	167.0193051
64	165.4105398
65	164.3614321
66	163.1124168
67	161.990496
68	160.8435979
69	159.6734775
70	158.3702351
71	157.269042
72	155.9095484
73	154.2816751
74	153.0599292
75	152.1071879
76	150.7888125
77	149.3558506
78	148.3115806
79	147.2898895
80	145.9905817
81	144.9371312
82	144.1356157
83	142.9173736
84	141.6885864
85	140.7284684
86	139.8200963
87	139.1023389
88	138.1137299
89	136.9506407
90	135.986566
91	135.2309264
92	134.3650603
93	133.5303918
94	132.7197542
95	131.7247891
96	131.0346078
97	129.9181375
98	128.6714298
99	127.9479638
100	127.3653578
101	126.7504524
102	125.9468229
103	125.5437766
104	124.6164497
105	123.9131957
106	123.5042096
107	122.7675766
108	122.1507544
109	121.2234336
110	120.1917502
111	119.5798867
112	119.0519193
113	118.2950869
114	117.7234308
115	117.3187166
116	116.9940138
117	116.1834482
118	115.8849833
119	115.1768414
120	114.8971489
121	114.3001452
122	113.7123092
123	113.3007306
124	112.6629095
125	112.4382663
126	112.0751469
127	111.7407864
128	111.4107731
129	110.3474408
130	109.6261786
131	109.0893573
132	108.4681476
133	108.1195459
134	107.5983964
135	106.7758802
136	106.5255165
137	105.9251301
138	105.4299751
139	105.0219069
140	104.2687556
141	103.9905095
142	103.2938878
143	102.6580126
144	101.9438603
145	101.4181392
146	100.8680805
147	100.4773286
148	100.3408324
149	100.1676214
150	99.66205912
151	99.51912916
152	99.34538717
153	99.13520264
154	98.68453631
155	98.29068459
156	98.17220698
157	97.78242936
158	97.548931
159	96.97419271
160	96.51307531
161	96.04840379
162	95.56312951
163	95.20860796
164	94.96071027
165	94.49852973
166	94.29303223
167	93.93185671
168	93.77944383
169	93.34148648
170	93.14680763
171	92.74555247
172	92.31958401
173	91.95823587
174	91.64430552
175	91.50482637
176	91.18195678
177	90.74426195
178	90.44453848
179	90.3497872
180	89.9789992
181	89.56333622
182	89.37922656
183	89.00125435
184	88.84864545
185	88.64973045
186	88.34241392
187	87.99063089
188	87.65725
189	87.48230139
190	86.95626047
191	86.52145768
192	86.42961202
193	86.04081621
194	85.6558996
195	85.35720366
196	85.2412309
197	84.86303543
198	84.52880931
199	84.09568058
200	83.62054508
201	83.22663584
202	82.95493065
203	82.56809511
204	82.2583133
205	81.92505027
206	81.70907488
207	81.42958359
208	81.36008473
209	81.15652618
210	80.9967685
211	80.94364791
212	80.68823116
213	80.41999776
214	80.17332835
215	80.13520298
216	79.84723899
217	79.81455684
218	79.59054255
219	79.0938552
220	78.83011656
221	78.53124703
222	78.50243806
223	78.15659763
224	77.90013911
225	77.63615775
226	77.48161682
227	77.28995914
228	76.86836449
229	76.34414846
230	75.81543921
231	75.78631337
232	75.37547739
233	75.28432686
234	75.01060592
235	74.8349922
236	74.6502482
237	74.57955714
238	74.13446364
239	73.65645348
240	73.4170375
241	73.21826328
242	73.03013894
243	72.72450901
244	72.66017645
245	72.46936608
246	72.04002446
247	71.88120247
248	71.65639016
249	71.28421906
250	71.05662769
251	70.97283651
252	70.80997408
253	70.75243188
254	70.56376218
255	70.38192994
256	70.15271587
257	69.93425964
258	69.71399217
259	69.64896155
260	69.6051054
261	69.50775736
262	69.2740565
263	69.12123716
264	68.93401936
265	68.8777222
266	68.67425221
267	68.52856929
268	68.36107468
269	68.17144682
270	67.98557312
271	67.6190436
272	67.45424371
273	67.29591983
274	67.26382922
275	66.92101086
276	66.68373323
277	66.65987974
278	66.50819121
279	66.24583835
280	65.93644344
281	65.76741246
282	65.71656366
283	65.58325883
284	65.51490997
285	65.46087616
286	65.44427416
287	65.31257514
288	65.15056278
289	65.03486579
290	64.90522113
291	64.69860558
292	64.57980723
293	64.4248525
294	64.38685651
295	64.32945733
296	64.31381993
297	64.12563431
298	63.93575197
299	63.83590791
300	63.81010166
301	63.66112227
302	63.55979725
303	63.43431599
304	63.40730289
305	63.38986387
306	63.22934819
307	63.1900437
308	63.11301764
309	63.10164574
310	63.08883151
311	62.9661626
312	62.80524374
313	62.69394009
314	62.64586456
315	62.43754981
316	62.30819769
317	62.28313402
318	62.20896201
319	62.04915644
320	62.02152239
321	61.98427327
322	61.93443375
323	61.90011747
324	61.76122238
325	61.74291233
326	61.52662293
327	61.33629952
328	61.32362929
329	61.04424647
330	60.96159626
331	60.84726468
332	60.67788621
333	60.65107999
334	60.52837217
335	60.50525578
336	60.36363325
337	60.27213029
338	60.16720439
339	60.10086162
340	59.99097839
341	59.97257118
342	59.72282934
343	59.71397702
344	59.64885531
345	59.54573991
346	59.40609314
347	59.37123166
348	59.21283448
349	58.9302044
350	58.8439076
351	58.79381335
352	58.58837043
353	58.31517878
354	58.25007307
355	57.99916345
356	57.92188876
357	57.89266782
358	57.74529747
359	57.59994012
360	57.4977236
361	57.3490706
362	57.22153387
363	56.9449563
364	56.80243042
365	56.6869412
366	56.64468915
367	56.59004646
368	56.43323618
369	56.24528584
370	56.23899477
371	55.9874702
372	55.86688774
373	55.67999334
374	55.59707924
375	55.25459824
376	55.18325602
377	55.17923014
378	55.14537846
379	55.04782415
380	54.79358125
381	54.71724014
382	54.64326357
383	54.52374669
384	54.42080695
385	54.19945066
386	54.06160422
387	53.8884092
388	53.7325436
389	53.53648597
390	53.41474116
391	53.2677875
392	53.09143349
393	52.94076355
394	52.93713572
395	52.91200171
396	52.90846535
397	52.88742416
398	52.73336143
399	52.6679975
400	52.48438523
401	52.29853329
402	52.1926591
403	52.09976521
404	52.09725978
405	52.06273797
406	51.96799416
407	51.86721918
408	51.77858125
409	51.66988675
410	51.57443682
411	51.51599532
412	51.42418486
413	51.28198721
414	51.15252367
415	51.08991494
416	51.045657
417	50.95083217
418	50.82800711
419	50.73767307
420	50.67695749
421	50.62739176
422	50.57081726
423	50.47314809
424	50.20600987
425	50.05027418
426	49.84638438
427	49.74712679
428	49.67761253
429	49.5748278
430	49.56280559
431	49.51247956
432	49.38323702
433	49.03458254
434	48.93416821
435	48.84894046
436	48.71736353
437	48.63914238
438	48.53765188
439	48.51053219
440	48.36049394
441	48.30099591
442	48.24623003
443	48.1715681
444	48.09251889
445	47.97543282
446	47.88942522
447	47.75493798
448	47.71145403
449	47.66875789
450	47.61164532
451	47.55168364
452	47.5123591
453	47.43830325
454	47.30159231
455	47.23603753
456	47.04941301
457	47.00623285
458	46.91258969
459	46.78945447
460	46.73573121
461	46.66162276
462	46.35017001
463	46.24846742
464	46.17575989
465	46.11083243
466	46.02774338
467	45.97561227
468	45.89653316
469	45.83290425
470	45.74474626
471	45.66841993
472	45.52381772
473	45.43449159
474	45.30991444
475	45.19470528
476	45.14856654
477	45.01664109
478	44.95804071
479	44.89057287
480	44.77364225
481	44.6220306
482	44.57764265
483	44.49665866
484	44.44191834
485	44.41099081
486	44.34013314
487	44.06129292
488	43.98828042
489	43.92987585
490	43.78510864
491	43.72358568
492	43.64985454
493	43.54189457
494	43.47620633
495	43.34864157
496	43.22103928
497	42.98860625
498	42.90746296
499	42.81017327
500	42.58335107
501	42.51810596
502	42.45127187
503	42.3868152
504	42.23000903
505	42.16316054
506	42.07339254
507	41.92915118
508	41.82727019
509	41.76642002
510	41.69394695
511	41.59913091
512	41.52585966
513	41.44339326
514	41.38450009
515	41.30966726
516	41.2108384
517	41.09064676
518	40.880521
519	40.81562429
520	40.79528921
521	40.6622918
522	40.61247831
523	40.5117386
524	40.43977611
525	40.39261422
526	40.28452501
527	40.24097248
528	40.17592184
529	40.13011706
530	40.10606049
531	40.07057398
532	40.01886808
533	39.96634101
534	39.92369851
535	39.90412888
536	39.86653643
537	39.74984014
538	39.69518843
539	39.62545364
540	39.56051858
541	39.527478
542	39.46443048
543	39.40090315
544	39.35382265
545	39.32147005
546	39.28419756
547	39.22355979
548	39.18916061
549	39.09063106
550	39.02943889
551	38.99172679
552	38.88905693
553	38.83729374
554	38.82393718
555	38.72931486
556	38.65245446
557	38.54735944
558	38.49512947
559	38.40559282
560	38.28372731
561	38.21256627
562	38.16725682
563	38.09776631
564	38.0425888
565	37.9886601
566	37.89284052
567	37.86220682
568	37.79145359
569	37.72893973
570	37.6421095
571	37.58859787
572	37.50412957
573	37.4701067
574	37.40489773
575	37.36215735
576	37.32369794
577	37.28388719
578	37.23497007
579	37.14964407
580	37.1113055
581	37.03245333
582	36.98443878
583	36.917196
584	36.87498205
585	36.82755366
586	36.76867827
587	36.72324181
588	36.64327456
589	36.57498114
590	36.53855131
591	36.46448694
592	36.41218589
593	36.38132491
594	36.30834797
595	36.2559463
596	36.19936284
597	36.17545339
598	36.11894931
599	36.11553572
600	36.08858543
601	36.06624581
602	35.9901166
603	35.93173034
604	35.89976427
605	35.84109091
606	35.77956298
607	35.77735829
608	35.73374845
609	35.70040306
610	35.65147553
611	35.63921431
612	35.54581857
613	35.52820681
614	35.45137201
615	35.34061058
616	35.23992511
617	35.07385834
618	35.02704826
619	34.98123409
620	34.92493998
621	34.86325599
622	34.81980003
623	34.77244046
624	34.72734896
625	34.65870601
626	34.63137297
627	34.53416333
628	34.48615775
629	34.439389
630	34.41344067
631	34.38647206
632	34.34614893
633	34.30029468
634	34.2419759
635	34.18236501
636	34.1218926
637	34.06110235
638	33.98843448
639	33.93081712
640	33.86572732
641	33.83400683
642	33.76964847
643	33.70866672
644	33.69700596
645	33.68482039
646	33.64880645
647	33.60065945
648	33.55077129
649	33.49534902
650	33.4825496
651	33.43608168
652	33.38131081
653	33.31786014
654	33.26036984
655	33.21027668
656	33.19931824
657	33.15846153
658	33.07890009
659	32.99937582
660	32.85086936
661	32.82825655
662	32.79881396
663	32.75051743
664	32.72624111
665	32.69310998
666	32.67083699
667	32.62401921
668	32.55248013
669	32.50795903
670	32.46614988
671	32.41953374
672	32.36417996
673	32.32420282
674	32.27221278
675	32.24245574
676	32.1979309
677	32.16725325
678	32.11142311
679	32.07308909
680	32.03676002
681	32.00889499
682	31.98093566
683	31.93814162
684	31.90543279
685	31.81230786
686	31.74569107
687	31.70815228
688	31.68195124
689	31.6137881
690	31.57761865
691	31.54977014
692	31.51254702
693	31.46085624
694	31.43318501
695	31.38732065
696	31.34756816
697	31.30028409
698	31.28651396
699	31.24673788
700	31.13146991
701	31.08163917
702	31.05057977
703	30.99199349
704	30.93035239
705	30.88237793
706	30.83887977
707	30.75790444
708	30.74247071
709	30.7036363
710	30.66435871
711	30.55412242
712	30.51772841
713	30.48401705
714	30.44148732
715	30.38318662
716	30.35136445
717	30.28506255
718	30.25144104
719	30.20528038
720	30.1782779
721	30.10227744
722	30.05930672
723	30.03295499
724	30.01098429
725	29.97344774
726	29.89089903
727	29.85678868
728	29.82796534
729	29.80417129
730	29.76772866
731	29.75525178
732	29.73537916
733	29.70649238
734	29.67392628
735	29.63166205
736	29.54150948
737	29.48791873
738	29.46092952
739	29.42176257
740	29.38033753
741	29.36495612
742	29.31039326
743	29.24735445
744	29.23959695
745	29.22300678
746	29.2115438
747	29.15865353
748	29.15050926
749	29.09019363
750	29.06145064
751	29.00721919
752	28.97252558
753	28.94694108
754	28.93823819
755	28.90911825
756	28.85866506
757	28.81629795
758	28.78629176
759	28.78071253
760	28.73976748
761	28.71390967
762	28.66254535
763	28.62950856
764	28.60470149
765	28.55416866
766	28.53865765
767	28.51226544
768	28.48657328
769	28.47802709
770	28.44281483
771	28.41194289
772	28.36317492
773	28.34179672
774	28.31248765
775	28.28450116
776	28.24724903
777	28.23480976
778	28.20769765
779	28.17887088
780	28.17107191
781	28.14494677
782	28.10263319
783	28.05757578
784	28.02387377
785	28.00184276
786	27.93668241
787	27.90963381
788	27.90370614
789	27.8794599
790	27.87154377
791	27.8504827
792	27.83870419
793	27.80168402
794	27.77028786
795	27.76642986
796	27.73109536
797	27.68892337
798	27.67978039
799	27.6047208
800	27.5999507
801	27.57538001
802	27.529589
803	27.49004336
804	27.42845604
805	27.40657129
806	27.40295073
807	27.37136951
808	27.35764057
809	27.33111337
810	27.29015268
811	27.25171032
812	27.19018369
813	27.1822201
814	27.15753657
815	27.13640186
816	27.09973638
817	27.02066805
818	27.00880632
819	26.98464252
820	26.94029043
821	26.89495294
822	26.83058189
823	26.80146571
824	26.75914445
825	26.75323044
826	26.71350485
827	26.70124171
828	26.69556537
829	26.65578216
830	26.61813919
831	26.58849143
832	26.55273719
833	26.49891775
834	26.46834246
835	26.44989153
836	26.40197893
837	26.35515649
838	26.3174102
839	26.26007819
840	26.25390194
841	26.23658315
842	26.23029742
843	26.19390833
844	26.14361858
845	26.12364414
846	26.09882084
847	26.07946022
848	26.04643609
849	26.02061314
850	26.00984992
851	25.98447407
852	25.89188583
853	25.86078185
854	25.83869437
855	25.82133589
856	25.78949766
857	25.77008924
858	25.73127223
859	25.70582325
860	25.6750423
861	25.65796951
862	25.62587349
863	25.57449483
864	25.5469648
865	25.49953723
866	25.47911874
867	25.46025939
868	25.37568455
869	25.32728907
870	25.32425759
871	25.29640159
872	25.26711582
873	25.24678589
874	25.18921631
875	25.15803139
876	25.13359336
877	25.12774936
878	25.10812254
879	25.07152096
880	25.06576465
881	25.06479635
882	25.04859314
883	25.02244793
884	24.98837042
885	24.95842841
886	24.93611422
887	24.89525195
888	24.88874393
889	24.80717257
890	24.75765548
891	24.73049011
892	24.72077994
893	24.68898794
894	24.66030277
895	24.63874337
896	24.61041833
897	24.6067346
898	24.5817969
899	24.56115577
900	24.54360166
901	24.5228365
902	24.49710051
903	24.48238673
904	24.4548082
905	24.41412593
906	24.38015132
907	24.3098899
908	24.29282829
909	24.27751735
910	24.2534491
911	24.23467521
912	24.14073763
913	24.12524535
914	24.09059411
915	24.07121691
916	24.03507894
917	23.96827512
918	23.95562375
919	23.922755
920	23.89514672
921	23.8602264
922	23.84239513
923	23.81755231
924	23.77967877
925	23.75528845
926	23.75317359
927	23.73315659
928	23.71563696
929	23.67215513
930	23.64171477
931	23.60844874
932	23.58152873
933	23.57548349
934	23.56058213
935	23.55853738
936	23.5520135
937	23.54474713
938	23.51878191
939	23.49930397
940	23.47193404
941	23.45399362
942	23.45164016
943	23.43994538
944	23.43253512
945	23.3985893
946	23.38086268
947	23.35613087
948	23.35532085
949	23.29321643
950	23.29113985
951	23.26334641
952	23.24253607
953	23.22084177
954	23.2146037
955	23.20097796
956	23.18364219
957	23.17799803
958	23.16816528
959	23.15130162
960	23.13315923
961	23.11292022
962	23.09158006
963	23.06394008
964	23.03993857
965	23.02504236
966	22.98283362
967	22.95570616
968	22.94542337
969	22.92473198
970	22.9136384
971	22.8983685
972	22.88905139
973	22.84855175
974	22.83793214
975	22.81490216
976	22.78071092
977	22.76595051
978	22.76526925
979	22.74644249
980	22.72580092
981	22.70680066
982	22.66993962
983	22.66365936
984	22.64068494
985	22.61316462
986	22.58338051
987	22.55634383
988	22.55508003
989	22.53252197
990	22.50782992
991	22.42362752
992	22.41271319
993	22.41135536
994	22.34891617
995	22.34311695
996	22.31696678
997	22.2918788
998	22.26565006
999	22.23873173
